5,0,1.003146,1.0031460523605347,653048,5207999.3613156695,0,52128,46602,18365,1500,false
5,10.000248,11.000229,0.9999809861183167,260640,2085159.6469788186,0,34752,42493,10590,1500,false
5,1.003146,2.000226,0.9970800280570984,260640,2091226.3221870435,0,55024,58226,29329,1500,false
5,11.000229,12.000636,1.0004069805145264,0,0,0,34752,66675,36850,1500,false
5,12.000636,13.000087,0.9994509816169739,260640,2086265.3980554037,0,40544,47684,11112,1500,false
5,13.000087,14.000052,0.9999650120735168,0,0,0,40544,47727,17326,1500,false
5,14.000052,15.002214,1.002161979675293,260640,2080621.738090276,0,40544,54462,22905,1500,false
5,15.002214,16.00081,0.9985960125923157,0,0,0,40544,56108,21244,1500,false
5,16.00081,17.001182,1.000372052192688,260640,2084344.5150528573,0,37648,68632,42762,1500,false
5,17.001182,18.000516,0.9993339776992798,260640,2086509.6619655374,0,52128,65583,38468,1500,false
5,18.000516,19.000237,0.9997209906578064,0,0,0,55024,64601,33036,1500,false
5,19.000237,20.005009,1.0047719478607178,260640,2075217.171856236,0,28960,71603,38245,1500,false
5,2.000226,3.000199,0.9999729990959167,0,0,0,52128,57765,17346,1500,false
5,20.005009,21.000067,0.995058000087738,0,0,0,31856,61921,21336,1500,false
5,21.000067,22.000077,1.0000100135803223,0,0,0,17376,83644,45209,1500,false
5,22.000077,23.001661,1.0015840530395508,0,0,0,14480,116324,39820,1500,false
5,23.001661,24.000717,0.9990559816360474,0,0,0,17376,122045,28850,1500,false
5,24.000717,25.000491,0.9997739791870117,260640,2085591.3870608648,0,5792,114528,31278,1500,false
5,25.000491,26.00029,0.9997990131378174,0,0,0,20272,88300,36706,1500,false
5,26.00029,27.001011,1.0007209777832031,0,0,0,20272,76477,16678,1500,false
5,27.001011,28.000637,0.9996259808540344,0,0,0,17376,116834,62361,1500,false
5,28.000637,29.000084,0.9994469881057739,0,0,0,17376,98242,24119,1500,false
5,29.000084,30.000186,1.0001020431518555,0,0,0,20272,95607,42459,1500,false
5,3.000199,4.000717,1.0005179643630981,260640,2084040.5412683713,0,40544,66267,44050,1500,false
5,4.000717,5.000075,0.9993579983711243,0,0,0,34752,54387,13547,1500,false
5,5.000075,6.000444,1.0003689527511597,260640,2084350.9729741388,0,31856,74902,30095,1500,false
5,6.000444,7.000677,1.0002330541610718,0,0,0,20272,79925,22269,1500,false
5,7.000677,8.001,1.0003230571746826,0,0,0,20272,99622,26969,1500,false
5,8.001,9.011523,1.0105229616165161,0,0,0,23168,83722,39896,1500,false
5,9.011523,10.000248,0.9887250065803528,0,0,0,28960,73469,34656,1500,false
