5 0 1 90.5056 723.789 9199 7305.05 22089 176 1500 false
5 1 2 120 960.052 5157 4277.54 44986 4361 1500 false
5 2 3 158.75 1268.28 0 4469.85 38057 926 1500 false
5 3 4 156.25 1251.75 0 4632.47 45772 193 1500 false
5 4 5 141.25 1126.44 45 3359.81 43995 672 1500 false
5 5 6 126.25 1011.65 0 3530.91 26307 8436 1500 false
5 6 7 143.75 1151.66 0 3665.25 20573 158 1500 false
5 7 8 141.25 1130.01 0 3774.13 26938 9499 1500 false
5 8 9 138.75 1110.27 0 3857.56 24749 7312 1500 false
5 9 10 150 1199.94 0 3919.78 20154 59 1500 false
