11 0 1 39.4617 315.579 897 1353.26 22438 505 1500 false
11 1 2 10 80.0042 895 960.148 39825 11644 1500 false
11 2 3 31.25 249.658 0 1036.51 38804 1650 1500 false
11 3 4 30 240.34 27 1060.55 39176 9996 1500 false
11 4 5 31.25 249.213 0 1080.34 42758 6285 1500 false
11 5 6 33.75 270.442 0 1098.73 33892 7096 1500 false
11 6 7 40 320.456 0 1124.18 20409 198 1500 false
11 7 8 41.25 330.009 0 1151.05 26915 11474 1500 false
11 8 9 37.5 300.072 0 1175.09 24780 7343 1500 false
11 9 10 43.75 349.985 0 1223.16 20242 53 1500 false
