15 0 1 8.03005 64.2171 208 462.398 29870 13989 1500 false
15 1 2 3.79063 30.3266 88 353.516 34512 16664 1500 false
15 2 3 2.73422 21.8439 0 366.242 33982 8736 1500 false
15 3 4 1.86424 14.9351 0 373.312 30012 11530 1500 false
15 4 5 1.86424 14.867 0 376.141 27995 10303 1500 false
15 5 6 2.67208 21.4117 0 381.797 27145 9836 1500 false
15 6 7 6.58699 52.7711 0 403.008 20544 283 1500 false
15 7 8 7.70554 61.6459 0 417.148 25722 9132 1500 false
15 8 9 5.59273 44.7525 0 422.805 24754 7402 1500 false
15 9 10 3.72849 29.8266 0 424.219 21858 2791 1500 false
