19 0 1 20.3051 162.381 6620 90.5 28654 13728 1500 false
19 1 2 41.25 330.017 2396 1965.55 44277 3753 1500 false
19 2 3 46.25 369.494 421 1470.62 38239 1024 1500 false
19 3 4 47.5 380.534 0 1542.74 37091 12216 1500 false
19 4 5 51.25 408.714 0 1599.3 37087 11130 1500 false
19 5 6 56.25 450.737 0 1636.07 28054 6022 1500 false
19 6 7 65 520.742 0 1660.11 20577 41 1500 false
19 7 8 60 480.008 0 1671.42 23898 7289 1500 false
19 8 9 50 400.1 43 1200.54 22830 4683 1500 false
19 9 10 47.5 379.983 0 1281.14 20703 910 1500 false
