7 0 1 40.1758 321.292 5830 5978.66 22227 189 1500 false
7 1 2 115 920.045 1652 2471.78 42765 6342 1500 false
7 2 3 90 719.024 66 1825.55 39296 2974 1500 false
7 3 4 60 480.673 0 1941.51 39393 10231 1500 false
7 4 5 66.25 528.332 0 2036.25 39561 7035 1500 false
7 5 6 75 600.983 0 2102.71 29692 3636 1500 false
7 6 7 83.75 670.966 0 2152.2 20534 114 1500 false
7 7 8 81.25 650.007 0 2184.73 28129 11150 1500 false
7 8 9 77.5 620.148 0 2203.11 24632 7121 1500 false
7 9 10 85 679.97 0 2213.01 20150 41 1500 false
