17 0 1 52.0026 415.87 9380 588.25 25736 8491 1500 false
17 1 2 120 960.051 4979 2789.95 45864 3254 1500 false
17 2 3 52.5 419.425 337 1449.41 39011 1840 1500 false
17 3 4 48.75 390.552 0 1531.43 32816 13934 1500 false
17 4 5 51.25 408.709 0 1589.41 53716 1033 1500 false
17 5 6 56.25 450.737 0 1630.41 34665 5735 1500 false
17 6 7 63.75 510.727 0 1655.87 20586 76 1500 false
17 7 8 60 480.008 0 1670.01 25528 8652 1500 false
17 8 9 57.5 460.115 0 1677.08 23061 4783 1500 false
17 9 10 63.75 509.978 0 1677.08 20207 83 1500 false
