13 0 1 43.6206 348.839 8397 5224.96 25994 500 1500 false
13 1 2 52.5 420.022 5981 2953.98 34150 14992 1500 false
13 2 3 105 838.852 32 3047.3 39688 3415 1500 false
13 3 4 101.25 811.146 0 3069.93 44462 2139 1500 false
13 4 5 103.75 827.387 0 3095.38 41864 4888 1500 false
13 5 6 112.5 901.475 0 3122.25 29064 4176 1500 false
13 6 7 125 1001.43 0 3151.95 20627 75 1500 false
13 7 8 118.75 950.025 0 3180.23 27009 11818 1500 false
13 8 9 115 920.22 0 3207.09 26389 8089 1500 false
13 9 10 125 999.956 0 3272.14 20194 71 1500 false
